id|name|age|country|value
3165|Emmanuel Rivière|33|Martinique|-
4892|Sergio Germán Romero|36|Argentina|€400k
43627|Jordi Gómez García-Penche|38|Spain|-
4738|Lee Tomlin|34|England|-
42902|Adam Johnson|36|England|-
10966|Wes Hoolahan|41|Ireland|-
10499|Ivo Daniel Ferreira Mendonca Pinto|33|Portugal|€500k
9958|Steven Caulker|31|Sierra Leone|€600k
42900|Cheik Ismaël Tioté|-|Cote d'Ivoire|-
3598|Wilfried Guemiand Bony|35|Cote d'Ivoire|€100k
3713|Calum Chambers|28|England|€8.00m
4347|Jordan Amavi|29|France|€2.00m
8251|Marco van Ginkel|31|Netherlands|€1.00m
11124|Steven Whittaker|39|Scotland|-
23635|John Ruddy|37|England|€300k
7010|Gastón Exequiel Ramírez Pereyra|33|Uruguay|€200k
3649|Karl Darlow|33|England|€1.00m
3722|Steven Taylor|37|England|-
24120|Jamie Sterry|28|England|€125k
3312|Demarai Gray|27|Jamaica|€10.00m
3656|Alex Pritchard|30|England|€1.80m
3834|Ivan Toney|27|England|€35.00m
3683|Tom Cleverley|34|England|-
3465|Timothy Evans Fosu-Mensah|25|Netherlands|€1.50m
18672|Mark Bunn|39|England|-
129559|Rees Greenwood|27|England|-
45389|Thomas Robson|28|England|€250k
10771|George Honeyman|29|England|€1.00m
4840|Massadio Haïdara|31|Mali|€3.00m
42899|Gabriel Antoine Obertan|34|France|€125k
9467|Timothy Michael Krul|35|Netherlands|€600k
3388|Jack Wilshere|31|England|-
5109|Paulo Dino Gazzaniga|31|Argentina|€3.00m
10779|Cameron Borthwick-Jackson|26|England|€250k
3908|Nick Powell|29|England|€900k
10458|Fikayo Tomori|25|England|€40.00m
9461|Timm Klose|35|Switzerland|-
3586|Samuel Mark Byram|30|England|€1.00m
6361|James Wilson|38|England|-
4632|Stephen Ireland|37|Ireland|-
20066|Darren Randolph|36|Ireland|€400k
4808|Andre Wisdom|30|England|-
41082|Steve Sidwell|41|England|-
4045|Leroy Fer|33|Netherlands|€300k
9629|Stephen Kingsley|29|Scotland|€1.00m
10770|Adam Matthews|31|Wales|€400k
28247|Libor Kozák|34|Czech Republic|€275k
18947|Sébastien Pocognoli|36|Belgium|-
42947|Leon Osman|42|England|-
10484|Callum Connolly|26|England|€1.20m
3652|Tom Davies|25|England|€9.00m
4804|Bradley Johnson|36|England|€100k
24743|Gary Hooper|35|England|-
4700|Matthew Pennington|29|England|€500k
13848|Marc Wilson|36|Ireland|-
9985|Ádám Bogdán|36|Hungary|€250k
4762|Sergi Canós Tenes|26|Spain|€4.00m
3479|Sam Field|25|England|€3.50m
22237|Mamadou Obbi Oularé|27|Belgium|€300k
10932|Jonathan Williams|30|Wales|€350k
20781|Jordan Rossiter|26|England|€250k
9566|Bersant Celina|27|Kosovo|€1.80m
11936|Harrison Reed|28|England|€18.00m
3542|Jonjoe Kenny|26|England|€2.00m
128703|Dionatan do Nascimento Teixeira|-|Slovakia|-
43591|Marvin Emnes|35|Netherlands|-
9519|Kyle Lafferty|36|Northern Ireland|-
3609|Michel Vorm|40|Netherlands|-
22058|Connor Steven Randall|28|England|€450k
10326|João Carlos Vilaça Teixeira|30|Portugal|€1.00m
9070|Hiram Boateng|27|England|€250k
8344|Manuel García Alonso|25|Spain|€3.00m
9636|Rushian Hepburn-Murphy|25|England|€200k
4097|Matt Grimes|28|England|€7.00m
9563|Kristoffer Nordfeldt|34|Sweden|€300k
3807|Ryan Allsop|31|England|€900k
10772|Donald Love|29|Scotland|€250k
9635|Will Keane|30|Ireland|€1.00m
11295|Patrick Roberts|26|England|€3.20m
6296|Joe Dodoo|28|England|€300k
4837|Josh Cullen|27|Ireland|€13.00m
43121|Kelvin Davis|47|England|-
20064|Hugo Miguel Almeida Costa Lopes|30|-|€0
7158|Cristiano Biraghi|31|Italy|€5.00m
16426|Wanderson Maciel Sousa Campos|29|Brazil|€8.00m
26288|Jonathan Javier Rodríguez Portillo|30|Uruguay|€4.00m
8167|Sergio Ezequiel Araújo|31|Argentina|€3.00m
7906|David Simón Rodríguez Santana|35|Spain|€150k
27521|Juan Emmanuel Culio|40|Argentina|-
10037|Danilo Barbosa da Silva|27|Brazil|€2.00m
25126|Nicolás Federico López Alonso|30|Uruguay|€3.00m
8523|Yevhen Konoplyanka|34|Ukraine|€500k
27251|Francisco José Perdomo Borges|29|Spain|€350k
8522|Armindo Tué Na Bangna|29|Portugal|€6.50m
7948|Marco Andreolli|37|Italy|-
10476|Timothée Kolodziejczak|32|France|€400k
23994|Alejandro Menéndez Díez|32|Spain|€100k
27526|Rachid Aït-Atmane|30|Algeria|€100k
16332|Ognjen Vranješ|34|Bosnia-Herzegovina|€250k
23838|Pablo Pérez Rodríguez|30|Spain|€300k
26256|Igor Lichnovsky Osorio|29|Chile|€3.50m
18398|Omar Mascarell González|30|Spain|€1.00m
23924|Mamadou Sylla Diallo|29|Senegal|€1.00m
27482|Aderllan Leandro de Jesus Santos|34|Brazil|€200k
27349|Heiko Westermann|40|Germany|-
10727|Răzvan Dincă Raț|42|Romania|-
24132|Francisco Miguel Varela Martín|29|Spain|€300k
11146|Luis Carlos Fariña Olivera|32|Argentina|€175k
3084|Christian Atsu Twasam|-|Ghana|-
79615|Néstor Díaz García|31|Spain|-
27403|Santiago Vergini|35|Argentina|-
23416|Stefan Šćepović|33|Serbia|€250k
10852|Miguel Filipe Nunes Cardoso|30|-|€0
16723|Egor Filipenko|35|Belarus|€200k
27340|Dejan Dražić|28|Serbia|€300k
23848|Carlos Carmona Bonet|36|Spain|-
8818|Jorge Meré Pérez|26|Spain|€1.20m
27348|Ricky van Wolfswinkel|34|Netherlands|€600k
186264|Foued Kadir|40|Algeria|€100k
27347|Juan Manuel Vargas Risco|40|Peru|-
8803|Daniel Giménez Hernández|40|Spain|-
34728|Diego Alende López|26|Spain|€600k
17622|Jackson Arley Martínez Valencia|37|Colombia|-
27463|Mauricio Andrés Cuero Castillo|30|Colombia|€250k
24453|Josip Radošević|29|Croatia|€1.50m
37212|Leandro Damião da Silva dos Santos|34|Brazil|€1.00m
23802|Juan Muñoz Muñoz|28|Spain|€800k
3379|Alphonse Areola|30|France|€10.00m
6827|Daniele Bonera|42|Italy|-
4418|Matheus Dória Macedo|29|Mexico|€4.50m
9403|Izet Hajrović|32|Bosnia-Herzegovina|€200k
27457|Manuel Fernández Muñíz|37|Spain|-
27522|Antolín Alcáraz Viveros|41|Paraguay|-
8264|Adnane Tighadouini|31|Morocco|-
7905|Raúl Lizoáin Cruz|32|Spain|€400k
27401|Bernard Mensah|29|Ghana|€2.30m
30454|Francisco José Sánchez Rodríguez|27|Spain|€1.50m
9246|Patrick Ebert|36|Germany|-
25057|Alejandro Barrera García|32|Spain|€100k
6845|Ager Aketxe Barrutia|29|Spain|€1.00m
197493|Mikel Arruabarrena Aranbide|40|Spain|-
27345|Didier Digard|37|France|-
166764|Ander Gayoso Reina|30|Spain|-
10754|Héctor Hernández Ortega|32|Spain|€200k
49433|Hachim Mastour|25|Morocco|€150k
16073|Aras Özbiliz|33|Armenia|-
24249|Juan Muñiz Gallego|31|Spain|€450k
27402|Álvaro Daniel Pereira Barragán|38|Uruguay|-
12349|Wilfried Aimeric Zahibo|30|Central African Republic|€150k
23936|Antonio Jesús Cotán Pérez|28|Spain|€200k
23972|José Joaquín Matos García|28|Spain|€500k
11212|Fábio Ricardo Gomes Fonseca|30|-|€0
30429|Hugo Fraile Martín|36|Spain|-
27970|Ian González Nieto|30|Spain|€200k
20086|Stipe Pletikosa|44|Croatia|-
24577|Salvador Ruiz Rodríguez|28|Spain|€400k
31467|Eneko Capilla González|28|Spain|€150k
24711|David Carmona Sierra|26|Spain|€450k
6749|Diego González Polanco|28|Spain|€1.20m
43354|Chengdong Zhang|34|China|€50k
75537|David Goldar Gómez|29|Spain|€800k
23849|Francisco José Villalba Rodrigo|25|Spain|€1.50m
21877|Ignacio Monsalve Vicente|29|Spain|€300k
197562|Iñigo Barrenetxea García|29|Spain|€100k
158769|Ivan Kelava|35|Croatia|€100k
6860|Mariano Damián Barbosa|39|Argentina|-
197595|Sergio Mendigutxia Iglesias|30|Spain|€200k
24318|Alberto Guitián Ceballos|33|Spain|€250k
220761|Miguel Ángel Muñoz Alonso|28|Spain|-
27481|Carlos Carbonell Gil|28|Spain|€200k
8669|Mijat Gaćinović|28|Serbia|€3.50m
18888|Szabolcs Huszti|40|Hungary|-
8504|Bastian Oczipka|34|Germany|-
35240|Änis Ben-Hatira|35|Tunisia|€75k
8548|Daniel Brosinski|35|Germany|€200k
11397|Suat Serdar|26|Germany|€4.50m
21156|Stefan Aigner|36|Germany|-
20950|Yanni Regäsel|27|Germany|-
8678|David Ángel Abraham|37|Argentina|-
8812|Marco Russ|38|Germany|-
8679|Yunus Mallı|31|Turkey|€225k
8549|Giulio Donati|33|Italy|€500k
8559|Stefan Bell|32|Germany|€1.00m
10822|Sonny Kittel|30|Germany|€800k
9098|Christian Clemens|32|Germany|€200k
7846|Luc Castaignos|31|Netherlands|€350k
36359|Carlos Augusto Zambrano Ochandarte|34|Peru|€425k
8317|Daniel Baier|39|Germany|-
8318|Jeffrey Gouweleeuw|32|Netherlands|€3.00m
42462|Alexander Manninger|46|Austria|-
8237|Paul Verhaegh|40|Netherlands|-
13206|Erik Durm|31|Germany|€500k
8232|Nuri Şahin|35|Turkey|-
8303|Caiuby Francisco da Silva|35|Brazil|-
8816|Julian Weigl|28|Germany|€10.00m
8319|Philipp Max|30|Germany|€2.00m
8225|Roman Bürki|33|Switzerland|€2.50m
8244|Sokratis Papastathopoulos|35|Greece|€800k
3275|Henrikh Mkhitaryan|34|Armenia|€6.00m
8207|Dominik Kohr|29|Germany|€3.50m
40543|Jeong-Ho Hong|34|Korea, South|€850k
24324|Gustavo Adrián Ramos Vásquez|37|Colombia|€300k
4174|Ragnar Klavan|38|Estonia|€50k
8233|Gonzalo Castro Randon|30|-|€0
40480|Markus Feulner|41|Germany|-
9475|Moritz Leitner|31|Germany|€200k
8241|Felix Passlack|25|Germany|€1.50m
8807|Raúl Marcelo Bobadilla|36|Paraguay|€175k
8574|Alexander Esswein|33|Germany|€300k
2968|Elias Kachunga|31|DR Congo|€300k
3097|Pascal Groß|32|Germany|€8.00m
12304|Alfredo Morales|33|United States|€500k
8394|Robert Bauer|28|Germany|€750k
40459|Roger de Oliveira Bernardo|38|Brazil|-
8539|Danny Latza|34|Germany|€300k
9106|Marvin Matip|38|Cameroon|-
12319|Ramazan Özcan|39|Austria|-
8676|Danny Vieira da Costa|30|Germany|€1.50m
8405|Benjamin Hübner|34|Germany|-
18399|Gaëtan Bussmann|32|France|€200k
40464|Moritz Hartmann|37|Germany|-
9113|Dario Lezcano|33|Paraguay|€325k
12551|Max Christiansen|27|Germany|€1.00m
13332|Romain Brégerie|37|France|-
40462|Halil Altıntop|41|Turkey|-
40477|Jan Rosenthal|37|Germany|-
22826|Jan-Ingwer Callsen-Bracker|39|Germany|-
9404|Luca Caldirola|32|Italy|€1.50m
40467|Peter Niemeyer|40|Germany|-
8388|Jérôme Gondorf|35|Germany|€300k
9723|Sandro Wagner|36|Germany|-
11134|Konstantin Rausch|33|Russia|-
108336|Júnior Enrique Díaz Campbell|40|Costa Rica|-
9217|Aytac Sulu|38|Germany|-
9401|Marcel Heller|37|Germany|-
400620|Tobias Werner|38|Germany|-
8306|Christian Mathenia|31|Germany|€600k
20522|György Garics|39|Austria|-
8314|Marwin Hitz|36|Switzerland|€200k
40481|Dominik Stroh-Engel|38|Germany|€50k
9219|Tobias Kempe|34|Germany|€500k
400612|Marco Sailer|38|Germany|-
3164|Marcelo Antônio Guedes Filho|36|Brazil|€800k
8543|Manuel Schmiedebach|35|Germany|-
12383|Florian Jungwirth|34|Germany|-
24914|Edgar Prib|34|Germany|€150k
9222|Fabian Holland|33|Germany|€600k
12316|Oliver Sorg|33|Germany|-
13126|Miiko Martín Albornoz Inola|33|Chile|€300k
400614|Christian Schulz|40|Germany|-
8551|Felix Klaus|31|Germany|€800k
8947|Ron-Robert Zieler|34|Germany|€700k
8558|Charlison Benschop|34|Curacao|€250k
11845|Artur Sobiech|33|Poland|€250k
400613|Leon Andreasen|40|Denmark|-
8571|Vedad Ibišević|39|Bosnia-Herzegovina|-
8578|Per Ciljan Skjelbred|36|Norway|€100k
8580|Sebastian Langkamp|35|Germany|-
8576|Mitchell Weiser|29|Germany|€6.00m
12327|John Anthony Brooks|30|United States|€2.00m
8577|Rune Almenning Jarstein|39|Norway|-
8965|Fabian Lustenberger|35|Switzerland|€100k
13675|Mario Vrančić|34|Bosnia-Herzegovina|€300k
8883|Johannes van den Bergh|37|Germany|-
9721|Valentin Stocker|34|Switzerland|-
40474|Jens Hegeler|35|Germany|-
8308|Aaron Hunt|37|Germany|-
8891|Lewis Harry Holtby|33|Germany|€500k
8323|Gideon Jung|29|Germany|€700k
8547|Matthias Ostrzolek|33|Germany|-
8302|Nicolai Müller|36|Germany|-
23268|Alexander Meier|40|Germany|-
8560|René Adler|38|Germany|-
10896|Marc Stendera|28|Germany|€225k
24740|Ivo Iličević|37|Croatia|-
8895|Pierre-Michel Lasogga|32|Germany|€150k
9407|Gojko Kačar|36|Serbia|-
9216|Slobodan Medojević|33|Serbia|€400k
8404|Eugen Polanski|37|Poland|-
3712|Pierre-Emerick Aubameyang|34|Gabon|€4.00m
8392|Jeremy Toljan|29|Germany|€4.50m
8311|Jonathan Schmid|33|France|€250k
9396|Ermin Bičakčić|33|Bosnia-Herzegovina|€400k
8556|Pirmin Schwegler|36|Switzerland|-
11458|Marcel Schmelzer|35|Germany|-
8393|Oliver Baumann|33|Germany|€4.00m
12321|Tobias Strobl|33|Germany|-
19836|Kevin Kuranyi|41|Germany|-
30439|Tolga Ciğerci|31|Turkey|€700k
23341|Alexander Milosevic|31|Sweden|€700k
38524|Hiroshi Kiyotake|34|Japan|€900k
8570|Niklas Stark|28|Germany|€5.50m
24244|Uffe Manich Bech|30|Denmark|-
8538|Waldemar Anton|27|Germany|€10.00m
11131|Julian Schieber|34|Germany|-
30287|Ceyhun Gülselam|35|Turkey|€50k
8216|Sven Bender|34|Germany|-
8959|Christian Gentner|38|Germany|-
8243|Daniel Didavi|33|Germany|€200k
8270|Daniel Schwaab|35|Germany|-
8956|Timo Baumgartl|27|Germany|€1.20m
40470|Georg Niedermeier|37|Germany|-
8550|Alexandru Iulian Maxim|33|Romania|€2.00m
11395|Lukas Rupp|32|Germany|€700k
28601|Marvin Wanitzek|30|Germany|€1.50m
11283|Fabian Johnson|36|United States|-
8810|Raffael Caetano de Araújo|38|Brazil|-
8806|Lars Edi Stindl|35|Germany|€1.00m
4279|Konstantinos Stafylidis|30|Greece|€1.00m
8809|Oscar Wendt|38|Sweden|€300k
8238|Mahmoud Dahoud|27|Germany|€12.00m
8813|Patrick Herrmann|32|Germany|€1.00m
8545|Julian Korb|31|Germany|€200k
12302|Dong-Won Ji|32|Korea, South|€200k
8322|André Hahn|33|Germany|€800k
11285|Ibrahima Traoré|35|Guinea|-
8395|Håvard Nordtveit|33|Norway|-
5047|Jaelene McKenzie Daniels|30|-|€0
4942|Arin Wright|30|-|€0
5083|Merritt Mathias|30|-|€0
5103|Michele Vasconcelos|30|-|€0
4948|Rosie White|30|-|€0
6819|Adrianna Nichole Franch|30|-|€0
5090|Ashlyn Harris|30|-|€0
7182|Camila Martins Pereira|30|-|€0
5086|Rachel Hill|30|-|€0
5056|Jane Campbell|30|-|€0
5059|Kyah Pam Simon|30|-|€0
5101|Samantha Johnson|30|-|€0
5075|Elizabeth Addo|30|-|€0
5069|Theresa Nielsen|30|-|€0
5001|Allie Long|30|-|€0
5077|Jasmyne Spencer|30|-|€0
5010|Mallory Weber|30|-|€0
5014|Madeline Bauer|30|-|€0
4996|Morgan Andrews|-|Wales|-
5104|Summer Green|30|-|€0
5040|Meleana Shim|30|-|€0
5049|Savannah Jordan|30|-|€0
3921|Ryan Williams|32|England|€100k
5072|Danica Evans|30|-|€0
5475|John Michael Nchekwube Obinna|36|Nigeria|-
5455|William Troost-Ekong|30|Nigeria|€2.50m
5829|Jón Daði Böðvarsson|31|Iceland|€300k
5509|Birkir Bjarnason|35|Iceland|€350k
3338|Onyinye Wilfred Ndidi|27|Nigeria|€18.00m
5501|Hörður Björgvin Magnússon|30|Iceland|€2.00m
5505|Kári Árnason|41|Iceland|-
5511|Ragnar Sigurðsson|37|Iceland|-
3708|Kelechi Promise Iheanacho|27|Nigeria|€18.00m
5473|Ahmed Musa|31|Nigeria|€1.30m
5495|Rúrik Gíslason|35|Iceland|-
5462|Brian Oladapo Idowu|30|-|€0
5830|Kenneth Josiah Omeruo|30|Nigeria|€2.00m
5454|Francis Odinaka Uzoho|25|Nigeria|€500k
5467|Leon Aderemi Balogun|35|Nigeria|€200k
3963|Victor Moses|33|Nigeria|€1.50m
5832|Tyronne Ebuehi|28|Nigeria|€2.50m
5831|Sverrir Ingi Ingason|30|Iceland|€4.00m
5500|Björn Bergmann Sigurðarson|32|Iceland|€75k
5458|Odion Jude Ighalo|34|Nigeria|€1.50m
5502|Ari Freyr Skúlason|36|Iceland|€150k
3647|Alex Iwobi|27|Nigeria|€28.00m
3604|Olivier Giroud|37|France|€4.00m
5507|Nicolás Alejandro Tagliafico|31|Argentina|€9.00m
6312|Franco Armani|37|Argentina|€1.50m
3009|Kylian Mbappé Lottin|24|France|€180.00m
5476|Benjamin Pavard|27|France|€40.00m
3099|Hugo Lloris|36|France|€2.00m
3602|Faustino Marcos Alberto Rojo|33|Argentina|€2.20m
5496|Cristian David Pavón|27|Argentina|€4.00m
4375|Blaise Matuidi|36|France|-
5741|Enzo Nicolás Pérez|37|Argentina|€1.00m
5499|Maximiliano Eduardo Meza|31|Argentina|€5.00m
5480|Corentin Tolisso|29|France|€8.00m
3254|Florian Thauvin|30|France|€3.50m
5613|Viktor Claesson|31|Sweden|€6.00m
6358|Emil Krafth|29|Sweden|€3.00m
4417|Ola Toivonen|37|Sweden|-
3205|Kyle Walker|33|England|€13.00m
5607|Andreas Granqvist|38|Sweden|-
3336|Harry Maguire|30|England|€20.00m
3244|John Stones|29|England|€40.00m
10955|Harry Kane|30|England|€110.00m
3233|Raheem Sterling|29|England|€50.00m
5621|Ludwig Augustinsson|29|Sweden|€2.50m
3293|Jesse Lingard|31|England|€6.00m
3612|Ashley Young|38|England|€600k
3094|Bamidele Alli|30|-|€0
5617|Sebastian Larsson|38|Sweden|-
5624|Albin Ekdal|34|Sweden|€800k
11098|Marcus Berg|37|Sweden|-
5625|Emil Peter Forsberg|32|Sweden|€6.00m
3468|Jordan Pickford|29|England|€22.00m
5622|Robin Olsen|33|Sweden|€1.50m
3576|Martin Olsson|35|Sweden|€300k
4597|Fabian Delph|34|England|-
10956|Eric Dier|29|England|€18.00m
4709|Pontus Jansson|32|Sweden|€1.50m
3318|Marcus Rashford|26|England|€75.00m
3202|Gabriel Fernando de Jesus|26|Brazil|€75.00m
5540|Valon Behrami|38|Switzerland|-
3533|Xherdan Shaqiri|32|Switzerland|€3.50m
5549|Manuel Obafemi Akanji|28|Switzerland|€38.00m
5554|Blerim Džemaili|37|Switzerland|-
5547|Alisson Ramsés Becker|31|Brazil|€35.00m
3295|Thiago Emiliano da Silva|39|Brazil|€2.00m
5550|Yann Sommer|35|Switzerland|€5.00m
3054|Fernando Luiz Rosa|30|-|€0
5553|Renato Soares de Oliveira Augusto|35|Brazil|€1.20m
5538|Denis Lemi Zakaria Lako Lado|27|Switzerland|€20.00m
5546|Michael Lang|32|Switzerland|€200k
5838|Fágner Conserva Lemos|34|Brazil|€750k
3089|Kevin De Bruyne|32|Belgium|€70.00m
3621|Eden Hazard|32|Belgium|-
3077|Jan Vertonghen|36|Belgium|€1.50m
3101|Vincent Kompany|37|Belgium|-
4831|Nacer Chadli|34|Belgium|€1.00m
5642|Axel Witsel|34|Belgium|€5.00m
3296|Marouane Fellaini-Bakkioui|36|Belgium|€500k
3176|Thomas Meunier|32|Belgium|€2.50m
5837|Douglas Costa de Souza|33|Brazil|€1.50m
2954|Youri Tielemans|26|Belgium|€20.00m
5623|Jae-Sung Lee|31|Korea, South|€3.00m
5604|Young-Gwon Kim|33|Korea, South|€600k
5626|Shin-Wook Kim|35|Korea, South|€200k
5620|Hee-Chan Hwang|27|Korea, South|€18.00m
3605|Sung-Yeung Ki|30|-|€0
5608|Yong Lee|35|Korea, South|€500k
5606|Hyun-Soo Jang|32|Korea, South|€700k
5619|Hyeon-Woo Jo|32|Korea, South|€1.20m
3083|Heung-Min Son|31|Korea, South|€50.00m
5612|Mikael Lustig|37|Sweden|-
5627|Ja-Cheol Koo|34|Korea, South|€650k
5609|Joo-Ho Park|36|Korea, South|-
5610|Min-Woo Kim|33|Korea, South|€200k
5618|Woo-Young Jung|24|Korea, South|€3.50m
5605|Oscar Hiljemark|31|Sweden|-
5616|Seung-Woo Lee|25|Korea, South|€650k
5615|Isaac Kiese Thelin|31|Sweden|€2.20m
5611|Gustav Svensson|36|Sweden|€200k
5195|Artem Dzyuba|35|Russia|€3.00m
5175|Ilya Kutepov|30|Russia|€400k
5182|Aleksandr Samedov|39|Russia|-
5170|Mário Figueira Fernandes|33|Russia|€2.00m
5177|Aleksandr Golovin|27|Russia|€30.00m
5179|Daler Kuzyaev|30|Russia|€10.00m
5677|Fedor Kudryashov|36|Russia|€100k
5171|Roman Zobnin|29|Russia|€5.00m
5172|Igor Akinfeev|37|Russia|€1.50m
6353|Vladimir Granat|36|Russia|-
6354|Aleksandr Erokhin|34|Russia|€500k
5571|Hirving Rodrigo Lozano Bahena|28|Mexico|€22.00m
5576|Jesús Daniel Gallardo Vasconcelos|29|Mexico|€5.00m
5989|Seon-Min Moon|31|Korea, South|€650k
5988|Se-Jong Ju|33|Korea, South|€400k
5567|Edson Omar Álvarez Velázquez|26|Mexico|€35.00m
5564|Carlos Joel Salcedo Hernández|30|Mexico|€4.00m
5575|Héctor Miguel Herrera López|33|Mexico|€2.50m
5577|Francisco Guillermo Ochoa Magaña|38|Mexico|€1.50m
5985|Jesús Manuel Corona Ruíz|30|Mexico|€7.00m
5986|Chul Hong|33|Korea, South|€500k
5241|Vahid Amiri|35|Iran|€200k
5225|Omid Ebrahimi|36|Iran|€200k
5231|Karim Ansarifard|33|Iran|€800k
5224|Sardar Azmoun|28|Iran|€12.00m
5220|Morteza Pouraliganji|31|Iran|€700k
5235|Ramin Rezaeian|33|Iran|€450k
5226|Mehdi Taremi|31|Iran|€18.00m
5227|Alireza Safar Beiranvand|31|Iran|€1.20m
5230|Ehsan Hajsafi|33|Iran|€800k
5720|Milad Mohammadi|30|Iran|€1.50m
5239|Alireza Jahanbakhsh|30|Iran|€3.70m
5240|Saman Ghoddos|30|Iran|€2.00m
5684|Shinji Kagawa|34|Japan|€700k
5681|Makoto Hasebe|39|Japan|€500k
3300|Maya Yoshida|35|Japan|€500k
3445|Radamel Falcao García Zárate|37|Colombia|€1.50m
5679|Yūya Ōsako|33|Japan|€900k
5680|Oscar Fabián Murillo Murillo|35|Colombia|€600k
3279|José Heriberto Izquierdo Mena|31|Colombia|€350k
5697|Genki Haraguchi|32|Japan|€700k
3530|Hiroki Sakai|33|Japan|€1.40m
5696|Santiago Arias Naranjo|31|Colombia|€2.50m
5689|Juan Guillermo Cuadrado Bello|35|Colombia|€4.00m
5692|Juan Fernando Quintero Paniagua|30|Colombia|€2.50m
3494|Davinson Sánchez Mina|27|Colombia|€14.00m
4276|David Ospina Ramírez|35|Colombia|€2.50m
5682|Gen Shōji|31|Japan|€700k
5690|Yuto Nagatomo|37|Japan|€300k
3175|Eiji Kawashima|40|Japan|€150k
5686|Wílmar Enrique Barrios Terán|30|Colombia|€14.00m
5683|Keisuke Honda|37|Japan|-
5694|Hotaru Yamaguchi|33|Japan|€900k
4269|Aleksandar Mitrović|29|Serbia|€28.00m
5594|Branislav Ivanović|39|Serbia|-
5548|Steven Zuber|32|Switzerland|€2.50m
5544|Ricardo Iván Rodríguez Araya|31|Switzerland|€3.50m
3472|Willian Borges da Silva|35|Brazil|€3.00m
3500|Granit Xhaka|31|Switzerland|€20.00m
3063|Danilo Luiz da Silva|32|Brazil|€15.00m
5203|Sergio Busquets i Burgos|30|-|€0
27053|Alexandre Dimitri Song-Billong|30|-|€0
3478|Francesc Fàbregas i Soler|30|-|€0
26764|Jon Ansotegi Gorostola|30|-|€0
6379|Sergi Roberto Carnicer|30|-|€0
5256|Cristian Gabriel Rodríguez Barrotti|30|-|€0
20603|Stéphane M''Bia Etoundi|30|-|€0
6913|Fernando Navarro i Corbacho|30|-|€0
6794|Gustavo Daniel Cabral Cáceres|30|-|€0
10881|Diogo José Rosário Gomes Figueiras|30|-|€0
26441|Daniel Estrada Agirrezablaga|30|-|€0
26432|Miguel Ángel García Pérez Roldán|30|-|€0
5671|Alfred John Momar N''Diaye|30|-|€0
27109|Youssef El-Arabi|30|-|€0
3991|Allan Romeo Nyom|30|-|€0
26252|Diego Castro Giménez|30|-|€0
26638|Alberto Botía Rabasco|30|-|€0
26480|Christian Koffi Romaric N''Dri|30|-|€0
7030|Raúl Albiol i Tortajada|30|-|€0
26648|Modeste M''bami|30|-|€0
25948|Jose Luis Martí Soler|30|-|€0
26087|Carlos Gurpegi Nausia|30|-|€0
26028|Fernando Amorebieta Mardaras|30|-|€0
26747|Noé Elias Pamarot|30|-|€0
26745|Sendoa Aguirre Basterretxea|30|-|€0
26199|Diego Forlán Corazo|30|-|€0
26490|Mohamed Gasana Tchité|30|-|€0
5238|Masoud Shojaei Soleimani|30|-|€0
26760|Guirane N''Daw|30|-|€0
20142|Ivan Gennaro Gattuso|30|-|€0
19298|Samuel Eto''o Fils|30|-|€0
25904|"Antonio Pacheco D""Agosti"|30|-|€0
26129|Francisco Javier Sánchez Broto|30|-|€0
26126|"Daniel Armand N""Gom Komé"|30|-|€0
25895|Felix Dja Ettien Yohou|30|-|€0
25894|Iñaki Descarga Retegi|30|-|€0
25890|Jofre González Mateu|30|-|€0
25865|José Romero Urtasun|30|-|€0
25864|Mohamed El Yaagoubi|30|-|€0
26489|Aldo Pedro Duscher|30|-|€0
26168|Iago Bouzón Amodeo|30|-|€0
26501|José Zahinos|30|-|€0
20368|Alexander Kerzhakov|30|-|€0
26158|Jonatan Soriano Casas|30|-|€0
19767|Giorgios Seitaridis|30|-|€0
26517|Martín Mauricio Astudillo|30|-|€0
26173|Eduardo Moya Castillo|30|-|€0
24303|Joni Ensio Kauko|30|-|€0
127057|Seminlen Doungel|30|-|€0
162219|Isaac Vanmalsawma Chhakchhuak|30|-|€0
162203|Pratik Prabhakar Chaudhari|30|-|€0
17326|Banana Yaya|30|-|€0
167648|Aaren D''Silva|30|-|€0
161097|Rehnesh Thumbirumbu Paramba|30|-|€0
163355|Jeakson Singh Thaunaojam|30|-|€0
163347|Prabhushkan Singh Gill|30|-|€0
165325|Muhammed Nemil Valiyattil|30|-|€0
162220|Arshdeep Singh Saini|30|-|€0
159777|Leander D''Cunha|30|-|€0
31039|Yroundu Musavu-King|30|-|€0
124911|Dheeraj Singh Moirangthem|30|-|€0
159788|Nongdamba Singh Naorem|30|-|€0
163361|Abhishek Dhananjay Suryavanshi|30|-|€0
19293|Javier Aldemar Zanetti|30|-|€0
7914|Sulley Ali Muntari|30|-|€0
18608|Dmytro Chygrynskiy|30|-|€0
26706|"Steve Franck Songo""o"|30|-|€0
26678|Victor Obinna Nsofor|30|-|€0
25980|Néstor Fabián Canobbio Bentaberry|30|-|€0
26604|Matías Gustavo Alustiza|30|-|€0
26634|Iván Santiago Pérez Maceira|30|-|€0
10155|María Pilar León Cebrián|30|-|€0
10163|Leila Ouahabi El Ouahabi|30|-|€0
10142|Sandra Paños García-Villamil|30|-|€0
